id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1497,35.0,technician,single,tertiary,Porto,no,1529.0,no,no,unknown,23,may,95,4.0,-1,0.0,unknown,no
1498,32.0,technician,married,tertiary,Coimbra,no,636.0,yes,no,cellular,28,aug,370,,116,4.0,success,yes
1499,23.0,management,married,tertiary,Porto,no,175.0,yes,n,unknown,26,may,796,1.0,-1,0.0,unknown,no
1500,34.0,entrepreneur,single,secondary,Lisboa,no,318.0,yes,n,cellular,6,oct,88,1.0,169,3.0,failure,no
1501,45.0,admin.,single,secondary,Porto,no,597.0,no,yes,telephone,17,nov,73,1.0,-1,0.0,unknown,no
1502,33.0,,married,secondary,Braga,no,,yes,no,cellular,18,may,51,3.0,367,4.0,other,no
1503,32.0,management,divorced,tertiary,,no,883.0,yes,no,cellular,10,dec,798,1.0,185,5.0,other,yes
1504,26.0,administrator,married,secondary,Porto,no,1595.0,no,no,cellular,15,jun,155,1.0,105,1.0,failure,yes
1505,52.0,management,married,unknown,,no,339.0,no,no,telephone,5,feb,124,7.0,-1,0.0,unknown,no
1506,37.0,blue-collar,single,secondary,,no,5024.0,no,yes,cellular,25,jul,661,4.0,-1,0.0,unknown,yes
1507,32.0,management,married,tertiary,,no,514.0,yes,n,unknown,28,may,497,2.0,-1,0.0,unknown,no
1508,31.0,technician,single,tertiary,,no,2807.0,no,n,unknown,8,nov,154,1.0,-1,0.0,unknown,yes
1509,36.0,housemaid,,secondary,Braga,no,28.0,no,yes,cellular,11,aug,149,2.0,-1,0.0,unknown,no
1510,56.0,blue-collar,married,secondary,,no,659.0,yes,no,cellular,29,jul,64,3.0,-1,0.0,unknown,no
1511,40.0,blue-collar,married,primary,,yes,-509.0,yes,no,unknown,23,may,298,1.0,-1,0.0,unknown,no
1512,32.0,student,single,secondary,Lisboa,no,1102.0,no,no,telephone,8,oct,194,1.0,-1,0.0,unknown,yes
1513,77.0,retired,married,tertiary,,no,0.0,no,n,cellular,27,sep,990,4.0,-1,0.0,unknown,no
1514,44.0,blue-collar,single,primary,Porto,no,116.0,yes,n,unknown,15,may,160,1.0,-1,0.0,unknown,no
1515,30.0,management,married,tertiary,,no,1403.0,no,no,cellular,6,aug,136,4.0,-1,0.0,unknown,no
1516,36.0,services,married,secondary,Porto,no,238.0,no,no,cellular,30,jan,424,1.0,-1,0.0,unknown,no
1517,38.0,management,single,tertiary,,no,0.0,no,no,cellular,29,aug,95,2.0,-1,,unknown,no
1518,,technician,married,secondary,Lisboa,no,4945.0,yes,n,cellular,3,sep,219,3.0,185,2.0,success,yes
1519,42.0,,married,secondary,,no,343.0,yes,no,telephone,14,may,33,7.0,365,7.0,failure,no
1520,23.0,management,single,tertiary,Lisboa,no,2605.0,yes,no,unknown,7,may,278,6.0,-1,0.0,unknown,no
1521,32.0,services,married,secondary,,no,393.0,no,n,cellular,6,apr,211,2.0,266,2.0,failure,no
1522,29.0,management,single,tertiary,Lisboa,no,797.0,yes,no,cellular,18,may,334,2.0,-1,0.0,unknown,no
1523,,technician,single,tertiary,,no,1887.0,no,yes,unknown,21,may,389,1.0,-1,0.0,unknown,no
1524,30.0,student,married,tertiary,,no,324.0,no,no,cellular,25,aug,585,4.0,-1,0.0,unknown,no
1525,55.0,blue-collar,married,primary,,no,81.0,yes,no,unknown,28,may,172,1.0,-1,0.0,unknown,no
1526,48.0,blue-collar,married,secondary,,no,5078.0,yes,no,telephone,8,may,139,1.0,-1,0.0,unknown,no
1527,48.0,blue-collar,married,secondary,Lisboa,no,1738.0,yes,no,cellular,15,apr,349,1.0,-1,0.0,unknown,no
1528,43.0,technician,single,secondary,Porto,no,140.0,yes,no,cellular,13,aug,221,2.0,-1,0.0,unknown,no
1529,39.0,blue-collar,married,unknown,Porto,no,638.0,yes,y,unknown,28,may,83,2.0,-1,0.0,unknown,no
1530,55.0,entrepreneur,divorced,tertiary,,no,1119.0,no,no,unknown,29,may,283,1.0,-1,0.0,unknown,no
1531,56.0,retired,married,primary,,no,,no,n,cellular,6,aug,128,2.0,-1,0.0,unknown,no
1532,38.0,blue-collar,divorced,secondary,,no,1686.0,yes,no,unknown,19,jun,9,28.0,-1,0.0,unknown,no
1533,31.0,administrator,married,secondary,Porto,no,97.0,yes,no,unknown,19,may,607,1.0,-1,0.0,unknown,yes
1534,44.0,,divorced,secondary,,no,-562.0,yes,no,unknown,27,may,159,5.0,-1,0.0,unknown,no
1535,30.0,management,married,tertiary,,no,0.0,no,no,cellular,7,aug,74,1.0,-1,0.0,unknown,no
1536,36.0,management,single,tertiary,,no,,no,no,unknown,10,oct,5,1.0,772,4.0,failure,no
1537,55.0,housemaid,married,primary,,no,0.0,no,no,cellular,18,aug,984,2.0,-1,0.0,unknown,no
1538,46.0,technician,married,secondary,,yes,289.0,no,no,unknown,7,may,51,3.0,-1,0.0,unknown,no
1539,33.0,entrepreneur,married,secondary,,no,3140.0,yes,yes,cellular,21,nov,7,5.0,-1,0.0,unknown,no
1540,29.0,technician,married,tertiary,Porto,no,1337.0,yes,no,cellular,17,jul,125,2.0,-1,0.0,unknown,no
1541,28.0,blue-collar,single,secondary,Coimbra,no,369.0,yes,no,unknown,23,may,411,3.0,-1,0.0,unknown,no
1542,48.0,technician,married,secondary,Porto,no,4265.0,yes,no,cellular,21,nov,327,1.0,192,2.0,failure,no
1543,32.0,management,divorced,tertiary,,no,530.0,yes,no,cellular,3,apr,170,1.0,-1,0.0,unknown,no
1544,57.0,management,married,tertiary,Lisboa,no,256.0,no,no,cellular,5,jun,304,2.0,91,1.0,success,yes
1545,28.0,blue-collar,married,secondary,Lisboa,no,59.0,yes,yes,,23,may,293,2.0,-1,0.0,unknown,no
1546,36.0,management,single,tertiary,,no,515.0,yes,n,cellular,21,nov,14,7.0,-1,0.0,unknown,no
1547,58.0,management,divorced,unknown,,no,3498.0,no,no,cellular,19,nov,175,1.0,-1,0.0,unknown,no
1548,41.0,management,married,tertiary,,no,3348.0,no,no,cellular,4,aug,74,1.0,-1,0.0,unknown,no
1549,37.0,management,single,tertiary,Lisboa,no,614.0,yes,no,unknown,30,may,371,2.0,-1,0.0,unknown,no
1550,28.0,technician,single,secondary,,no,525.0,no,no,cellular,3,feb,176,2.0,-1,0.0,unknown,no
1551,59.0,unemployed,divorced,secondary,,no,7469.0,no,no,cellular,22,feb,287,1.0,130,1.0,failure,no
1552,58.0,blue-collar,divorced,primary,Lisboa,no,474.0,yes,yes,cellular,18,jul,85,1.0,-1,0.0,unknown,no
1553,32.0,technician,married,tertiary,Coimbra,no,,yes,n,cellular,22,jul,520,1.0,-1,0.0,unknown,no
1554,30.0,administrator,single,secondary,,no,285.0,yes,no,cellular,30,jul,68,11.0,-1,0.0,unknown,no
1555,25.0,unemployed,married,secondary,Porto,no,715.0,no,n,cellular,4,may,254,4.0,-1,0.0,unknown,no
1556,47.0,management,married,primary,,no,1122.0,yes,no,cellular,20,apr,222,5.0,-1,0.0,unknown,no
1557,46.0,technician,married,tertiary,,no,43.0,yes,no,telephone,30,jan,162,3.0,2,7.0,other,no
1558,36.0,technician,divorced,secondary,Lisboa,no,3270.0,no,n,telephone,5,feb,44,1.0,-1,0.0,unknown,no
1559,43.0,technician,married,secondary,Lisboa,no,0.0,no,y,cellular,17,nov,103,2.0,193,3.0,failure,no
1560,31.0,technician,single,secondary,,no,77.0,yes,no,cellular,7,may,229,1.0,-1,0.0,unknown,no
1561,77.0,retired,married,primary,,no,680.0,no,no,telephone,25,aug,103,3.0,-1,0.0,unknown,no
1562,72.0,self-employed,married,tertiary,,no,,no,n,cellular,1,jul,260,2.0,65,1.0,success,yes
1563,23.0,blue-collar,single,secondary,,no,,yes,no,unknown,30,may,229,3.0,-1,0.0,unknown,no
1564,39.0,technician,married,secondary,,no,-54.0,yes,yes,unknown,30,jun,252,4.0,-1,0.0,unknown,no
1565,36.0,management,married,secondary,,no,3.0,no,no,cellular,14,aug,250,2.0,-1,0.0,unknown,no
1566,33.0,blue-collar,married,primary,Lisboa,no,2456.0,yes,no,cellular,21,nov,552,3.0,127,1.0,failure,no
1567,44.0,blue-collar,married,secondary,Lisboa,no,878.0,yes,no,cellular,2,jun,130,1.0,-1,0.0,unknown,no
1568,39.0,services,married,secondary,,no,-540.0,no,no,unknown,6,jun,29,1.0,-1,0.0,unknown,no
1569,31.0,administrator,married,secondary,Porto,no,33.0,yes,no,cellular,5,may,290,2.0,-1,0.0,unknown,no
1570,37.0,self-employed,married,tertiary,Porto,no,144.0,yes,no,unknown,5,jun,247,2.0,-1,0.0,unknown,no
1571,30.0,unemployed,single,secondary,,no,2424.0,no,n,cellular,15,feb,337,1.0,95,2.0,success,yes
1572,43.0,unemployed,married,secondary,,no,775.0,no,no,cellular,14,aug,98,1.0,106,1.0,failure,no
1573,39.0,admin.,married,secondary,,no,,yes,no,unknown,21,may,155,4.0,-1,0.0,unknown,no
1574,57.0,management,divorced,secondary,Porto,no,0.0,yes,yes,unknown,12,may,144,6.0,-1,0.0,unknown,no
1575,39.0,blue-collar,married,secondary,Lisboa,no,,yes,no,unknown,13,may,378,1.0,-1,0.0,unknown,no
1576,47.0,administrator,married,secondary,,no,,no,n,cellular,2,feb,138,1.0,-1,0.0,unknown,no
1577,31.0,management,single,tertiary,,no,34.0,yes,no,cellular,28,jul,127,4.0,-1,0.0,unknown,no
1578,47.0,management,married,tertiary,Porto,no,1028.0,no,yes,cellular,17,nov,55,1.0,-1,0.0,unknown,no
1579,25.0,student,single,secondary,Faro,no,154.0,no,no,cellular,2,sep,382,1.0,183,3.0,success,yes
1580,37.0,blue-collar,married,secondary,Porto,no,1818.0,yes,no,unknown,20,jun,193,11.0,-1,0.0,unknown,no
1581,39.0,technician,married,tertiary,,no,2869.0,no,no,cellular,3,apr,115,1.0,-1,0.0,unknown,no
1582,26.0,blue-collar,single,primary,Lisboa,no,155.0,yes,no,cellular,29,jan,291,1.0,244,4.0,failure,no
1583,32.0,self-employed,single,tertiary,,no,519.0,yes,no,cellular,16,apr,317,2.0,149,1.0,failure,no
1584,52.0,technician,married,tertiary,Lisboa,no,3440.0,yes,no,,9,jul,194,1.0,-1,0.0,unknown,no
1585,76.0,self-employed,married,unknown,,no,,no,no,telephone,28,apr,403,1.0,182,1.0,success,yes
1586,50.0,blue-collar,married,primary,Lisboa,no,0.0,yes,n,cellular,11,may,503,3.0,339,2.0,failure,no
1587,56.0,management,divorced,tertiary,Lisboa,no,382.0,no,no,cellular,19,nov,117,2.0,-1,0.0,unknown,no
1588,33.0,services,married,secondary,Lisboa,no,114.0,no,yes,unknown,3,jul,676,1.0,-1,0.0,unknown,yes
1589,24.0,technician,single,tertiary,,no,,yes,no,unknown,13,may,451,1.0,-1,0.0,unknown,no
1590,28.0,technician,single,secondary,,no,618.0,yes,no,cellular,7,may,281,1.0,-1,0.0,unknown,no
1591,50.0,technician,married,secondary,Porto,no,232.0,no,n,cellular,18,nov,90,1.0,-1,0.0,unknown,no
1592,48.0,services,married,secondary,,no,1291.0,yes,no,cellular,8,may,255,2.0,-1,0.0,unknown,no
1593,57.0,blue-collar,married,secondary,,no,-898.0,yes,yes,cellular,21,jul,322,,-1,0.0,unknown,no
1594,43.0,admin.,married,secondary,,no,1807.0,yes,yes,unknown,30,may,711,1.0,-1,0.0,unknown,no
1595,38.0,administrator,single,secondary,,no,-211.0,no,yes,cellular,31,jul,166,2.0,-1,0.0,unknown,no
1596,39.0,admin.,divorced,secondary,,no,-607.0,yes,no,unknown,20,may,374,2.0,-1,0.0,unknown,no
1597,30.0,technician,single,secondary,,no,863.0,yes,no,unknown,16,may,1193,5.0,-1,0.0,unknown,yes
1598,33.0,management,single,tertiary,Porto,no,312.0,no,n,cellular,11,aug,271,1.0,369,3.0,failure,no
1599,46.0,blue-collar,single,secondary,,no,2612.0,yes,no,unknown,14,may,414,2.0,-1,0.0,unknown,no
1600,29.0,admin.,single,secondary,,no,65.0,yes,n,cellular,14,may,9,6.0,-1,0.0,unknown,no
1601,45.0,blue-collar,married,secondary,Porto,no,333.0,no,yes,cellular,6,aug,166,2.0,-1,0.0,unknown,no
1602,30.0,self-employed,married,tertiary,Lisboa,no,1596.0,yes,n,cellular,19,aug,195,2.0,-1,0.0,unknown,no
1603,50.0,management,divorced,tertiary,,no,810.0,no,no,cellular,15,sep,91,1.0,103,3.0,success,yes
1604,28.0,management,single,tertiary,Lisboa,no,1942.0,no,no,cellular,7,jul,445,1.0,-1,0.0,unknown,no
1605,52.0,services,divorced,secondary,Porto,no,1527.0,no,yes,cellular,20,nov,276,1.0,122,1.0,other,no
1606,47.0,blue-collar,married,secondary,,no,,no,n,cellular,19,nov,353,2.0,-1,0.0,unknown,no
1607,29.0,services,divorced,secondary,,no,84.0,yes,no,cellular,13,apr,1101,2.0,-1,0.0,unknown,yes
1608,59.0,retired,married,secondary,,no,3414.0,no,no,telephone,30,jul,117,6.0,-1,0.0,unknown,no
1609,58.0,blue-collar,married,primary,Lisboa,no,853.0,no,n,cellular,7,jul,317,3.0,-1,0.0,unknown,no
1610,32.0,blue-collar,divorced,secondary,,no,91.0,yes,no,cellular,15,may,119,2.0,351,12.0,other,no
1611,35.0,management,single,tertiary,Lisboa,no,992.0,no,y,cellular,1,sep,238,1.0,-1,0.0,unknown,yes
1612,36.0,management,married,tertiary,,no,340.0,yes,n,cellular,20,apr,68,2.0,-1,0.0,unknown,no
1613,53.0,technician,single,secondary,,yes,-435.0,yes,y,unknown,16,jun,131,2.0,-1,0.0,unknown,no
1614,42.0,self-employed,married,tertiary,,no,-266.0,no,yes,unknown,25,jun,322,,-1,0.0,unknown,no
1615,47.0,housemaid,single,tertiary,,no,3727.0,no,no,unknown,12,jun,993,6.0,-1,0.0,unknown,yes
1616,31.0,administrator,married,secondary,Porto,no,717.0,yes,n,unknown,2,jun,130,1.0,-1,0.0,unknown,no
1617,31.0,management,married,tertiary,Porto,no,84.0,no,yes,unknown,1,jul,143,1.0,-1,0.0,unknown,no
1618,54.0,housemaid,married,secondary,,no,0.0,no,yes,,7,jul,97,1.0,-1,0.0,unknown,no
1619,39.0,services,married,secondary,Lisboa,no,-267.0,yes,n,cellular,28,jul,143,10.0,-1,0.0,unknown,no
1620,56.0,housemaid,divorced,secondary,Lisboa,no,977.0,no,no,cellular,7,jul,1200,1.0,-1,0.0,unknown,no
1621,33.0,technician,single,secondary,Amadora,no,341.0,no,yes,unknown,12,may,289,3.0,-1,0.0,unknown,no
1622,48.0,entrepreneur,married,secondary,Lisboa,no,183.0,yes,n,unknown,3,jun,203,9.0,-1,0.0,unknown,no
1623,60.0,management,married,secondary,,no,725.0,yes,no,cellular,8,jul,266,1.0,-1,0.0,unknown,no
1624,49.0,blue-collar,married,secondary,,no,-42.0,no,n,cellular,6,aug,585,4.0,-1,0.0,unknown,no
1625,50.0,technician,single,tertiary,,no,339.0,yes,no,unknown,5,may,2,3.0,-1,0.0,unknown,no
1626,39.0,blue-collar,married,primary,Lisboa,no,176.0,yes,yes,cellular,3,apr,189,2.0,-1,0.0,unknown,no
1627,33.0,management,single,tertiary,,no,973.0,no,no,cellular,29,jan,762,1.0,-1,0.0,unknown,no
1628,46.0,blue-collar,married,primary,Porto,no,564.0,yes,no,cellular,29,jul,124,,-1,0.0,unknown,no
1629,37.0,administrator,married,secondary,,no,,yes,no,cellular,8,may,682,2.0,85,7.0,success,no
1630,49.0,blue-collar,married,unknown,Braga,no,51.0,yes,n,unknown,7,may,984,,-1,0.0,unknown,no
1631,55.0,management,married,secondary,Porto,no,566.0,yes,no,cellular,17,apr,107,1.0,-1,0.0,unknown,no
1632,28.0,self-employed,single,tertiary,,no,1579.0,no,no,cellular,13,jan,163,1.0,91,3.0,failure,yes
1633,58.0,retired,divorced,tertiary,Lisboa,no,3237.0,no,no,telephone,31,oct,615,1.0,-1,0.0,unknown,yes
1634,35.0,,divorced,unknown,Amadora,no,1043.0,yes,yes,cellular,18,may,230,1.0,-1,,unknown,no
1635,57.0,retired,single,secondary,,no,630.0,no,no,unknown,19,jun,276,1.0,-1,0.0,unknown,no
1636,36.0,housemaid,divorced,secondary,,no,-289.0,no,n,cellular,20,apr,400,2.0,-1,0.0,unknown,no
1637,47.0,services,married,secondary,Amadora,no,2.0,no,no,cellular,24,jul,237,,-1,0.0,unknown,no
1638,27.0,services,married,secondary,Porto,no,311.0,yes,no,cellular,15,may,50,1.0,352,1.0,failure,no
1639,33.0,admin.,divorced,secondary,,no,661.0,yes,no,cellular,18,nov,411,1.0,173,2.0,other,no
1640,30.0,administrator,married,secondary,,no,8781.0,yes,no,cellular,18,nov,898,1.0,-1,0.0,unknown,yes
1641,37.0,blue-collar,married,secondary,Porto,no,539.0,yes,y,cellular,17,apr,147,3.0,347,2.0,failure,no
1642,24.0,student,single,tertiary,,no,1592.0,no,n,cellular,16,aug,98,3.0,111,5.0,other,no
1643,59.0,retired,married,primary,Lisboa,no,413.0,yes,yes,cellular,9,feb,109,5.0,-1,0.0,unknown,no
1644,42.0,services,married,secondary,,no,-91.0,yes,yes,cellular,5,feb,43,1.0,-1,0.0,unknown,no
1645,29.0,technician,single,tertiary,,no,542.0,yes,no,unknown,9,may,338,3.0,-1,0.0,unknown,no
1646,42.0,management,married,tertiary,Lisboa,no,36.0,no,no,cellular,14,aug,366,2.0,-1,0.0,unknown,no
1647,30.0,technician,single,secondary,Porto,no,-156.0,no,yes,cellular,10,jul,119,2.0,-1,0.0,unknown,no
1648,24.0,student,single,secondary,Amadora,no,1234.0,no,no,cellular,21,jul,314,1.0,156,2.0,success,yes
1649,49.0,,married,tertiary,,no,146.0,no,no,cellular,29,aug,86,2.0,-1,0.0,unknown,no
1650,32.0,management,single,tertiary,Lisboa,no,414.0,no,no,unknown,29,sep,21,1.0,680,5.0,failure,no
1651,47.0,admin.,married,tertiary,Lisboa,no,1077.0,no,no,telephone,29,aug,43,2.0,-1,0.0,unknown,no
1652,46.0,management,married,tertiary,Lisboa,no,964.0,yes,no,cellular,8,apr,174,1.0,-1,0.0,unknown,no
1653,59.0,management,married,secondary,,no,-1246.0,no,no,telephone,29,jul,175,2.0,-1,0.0,unknown,no
1654,30.0,management,single,tertiary,Lisboa,no,5288.0,yes,no,unknown,28,may,288,3.0,-1,0.0,unknown,no
1655,42.0,administrator,divorced,secondary,,no,241.0,yes,no,cellular,15,may,1012,3.0,-1,0.0,unknown,yes
1656,49.0,blue-collar,married,primary,,no,408.0,no,no,cellular,12,aug,559,4.0,-1,0.0,unknown,yes
1657,37.0,self-employed,divorced,tertiary,,no,601.0,yes,no,unknown,30,may,422,1.0,-1,0.0,unknown,no
1658,25.0,services,single,secondary,Lisboa,no,7604.0,no,no,cellular,27,apr,107,1.0,-1,0.0,unknown,no
1659,60.0,management,single,tertiary,,no,,no,n,cellular,11,aug,601,2.0,-1,0.0,unknown,no
1660,32.0,admin.,married,secondary,Porto,no,,yes,yes,cellular,28,jul,131,4.0,-1,0.0,unknown,no
1661,33.0,management,single,tertiary,,no,131.0,yes,no,cellular,12,oct,209,3.0,427,2.0,failure,yes
1662,48.0,services,single,secondary,Porto,yes,-470.0,yes,no,cellular,11,may,410,2.0,292,11.0,failure,no
1663,32.0,management,married,primary,,no,142.0,yes,no,unknown,12,may,101,1.0,-1,0.0,unknown,no
1664,46.0,services,married,secondary,,no,417.0,yes,no,cellular,30,jan,219,1.0,2,1.0,other,no
1665,67.0,retired,married,primary,Lisboa,no,2301.0,no,no,cellular,16,apr,124,1.0,-1,0.0,unknown,no
1666,46.0,management,divorced,secondary,,no,177.0,no,no,cellular,20,aug,84,2.0,-1,0.0,unknown,no
1667,26.0,management,single,tertiary,,no,222.0,no,n,cellular,26,oct,318,1.0,120,3.0,success,yes
1668,31.0,blue-collar,married,secondary,Amadora,no,326.0,no,yes,cellular,29,jan,124,1.0,-1,0.0,unknown,no
1669,32.0,housemaid,married,secondary,,no,0.0,no,no,cellular,21,aug,435,2.0,-1,0.0,unknown,no
1670,30.0,student,single,unknown,,no,809.0,no,no,unknown,2,jun,91,2.0,-1,0.0,unknown,no
1671,51.0,management,married,tertiary,Porto,no,-20.0,no,no,cellular,19,nov,139,3.0,-1,0.0,unknown,no
1672,38.0,technician,single,secondary,Lisboa,no,275.0,yes,no,cellular,28,jan,52,1.0,-1,0.0,unknown,no
1673,46.0,blue-collar,married,primary,Lisboa,no,2093.0,no,no,unknown,5,jun,128,2.0,-1,0.0,unknown,no
1674,50.0,housemaid,married,secondary,,no,388.0,no,no,cellular,8,jun,152,2.0,89,2.0,success,no
1675,57.0,blue-collar,married,primary,Amadora,no,1352.0,yes,n,unknown,13,may,104,2.0,-1,0.0,unknown,no
1676,27.0,technician,single,secondary,,no,218.0,yes,no,cellular,14,may,1462,2.0,352,1.0,failure,no
1677,,,married,unknown,,no,1849.0,no,no,cellular,1,sep,109,2.0,-1,0.0,unknown,no
1678,32.0,technician,single,secondary,Lisboa,no,0.0,yes,yes,unknown,26,may,916,2.0,-1,0.0,unknown,no
1679,30.0,management,single,tertiary,Lisboa,no,0.0,no,no,cellular,6,feb,108,4.0,-1,0.0,unknown,no
1680,36.0,services,married,secondary,,no,472.0,yes,no,unknown,19,jun,1017,1.0,-1,0.0,unknown,no
1681,34.0,management,single,tertiary,,no,6766.0,no,no,cellular,28,aug,210,5.0,-1,0.0,unknown,no
1682,44.0,blue-collar,married,primary,,no,749.0,yes,n,unknown,16,jun,424,2.0,-1,0.0,unknown,no
1683,43.0,blue-collar,married,secondary,,yes,-504.0,yes,no,unknown,28,may,136,1.0,-1,0.0,unknown,no
1684,54.0,self-employed,divorced,secondary,Lisboa,no,1374.0,yes,no,unknown,15,may,74,2.0,-1,0.0,unknown,no
1685,59.0,housemaid,married,secondary,Porto,no,454.0,no,n,cellular,21,aug,162,1.0,-1,0.0,unknown,no
1686,42.0,technician,single,secondary,Lisboa,no,-15.0,no,no,cellular,17,nov,89,1.0,145,1.0,failure,no
1687,29.0,management,married,tertiary,Lisboa,no,1.0,yes,y,unknown,16,may,49,1.0,-1,0.0,unknown,no
1688,31.0,services,married,secondary,,no,289.0,yes,no,unknown,21,may,262,2.0,-1,0.0,unknown,no
1689,29.0,management,married,tertiary,,no,451.0,no,n,cellular,28,jan,451,1.0,-1,0.0,unknown,no
1690,34.0,management,married,tertiary,,no,1116.0,yes,no,cellular,13,apr,120,,262,5.0,failure,no
1691,32.0,blue-collar,married,primary,Porto,no,1903.0,yes,n,unknown,23,may,297,3.0,-1,0.0,unknown,no
1692,50.0,admin.,married,tertiary,Amadora,no,,no,yes,cellular,27,may,-5,3.0,-1,0.0,unknown,no
1693,30.0,student,single,secondary,Lisboa,no,459.0,no,no,cellular,13,jul,98,2.0,210,22.0,success,no
1694,43.0,blue-collar,married,unknown,Lisboa,no,705.0,yes,no,unknown,3,jun,80,4.0,-1,0.0,unknown,no
1695,59.0,retired,divorced,primary,,no,137.0,yes,yes,unknown,7,may,66,3.0,-1,0.0,unknown,no
1696,39.0,administrator,single,secondary,,no,1413.0,yes,no,cellular,17,apr,396,1.0,-1,0.0,unknown,no
1697,43.0,admin.,married,secondary,Lisboa,no,0.0,yes,no,cellular,4,feb,175,1.0,-1,0.0,unknown,no
1698,35.0,blue-collar,married,secondary,,no,74.0,no,n,cellular,23,jul,248,2.0,-1,0.0,unknown,no
1699,42.0,blue-collar,married,unknown,Porto,no,732.0,yes,n,telephone,20,apr,33,1.0,339,1.0,failure,no
1700,,management,married,tertiary,Lisboa,no,575.0,no,n,unknown,3,jun,315,1.0,-1,0.0,unknown,no
1701,37.0,technician,married,secondary,Lisboa,no,410.0,yes,yes,unknown,2,jun,317,6.0,-1,0.0,unknown,no
1702,22.0,technician,single,secondary,Lisboa,no,283.0,yes,n,cellular,22,mar,254,2.0,-1,0.0,unknown,yes
1703,50.0,management,married,tertiary,,no,383.0,no,yes,cellular,11,jul,502,2.0,-1,0.0,unknown,no
1704,,blue-collar,married,secondary,,no,607.0,yes,n,unknown,26,may,172,2.0,-1,0.0,unknown,no
1705,53.0,management,married,tertiary,,no,15.0,no,no,cellular,20,aug,921,2.0,-1,0.0,unknown,yes
1706,33.0,management,single,tertiary,Lisboa,no,541.0,yes,yes,unknown,21,may,572,1.0,-1,0.0,unknown,no
1707,38.0,blue-collar,married,secondary,Porto,no,961.0,yes,no,unknown,16,may,346,1.0,-1,0.0,unknown,no
1708,34.0,technician,single,secondary,Lisboa,no,513.0,yes,no,cellular,5,may,165,3.0,169,5.0,other,no
1709,51.0,entrepreneur,married,secondary,Porto,no,653.0,yes,no,cellular,20,nov,16,,112,37.0,other,no
1710,59.0,management,married,primary,Porto,no,2345.0,yes,no,cellular,15,may,399,1.0,-1,0.0,unknown,no
1711,48.0,management,divorced,tertiary,,no,0.0,no,no,cellular,25,aug,110,3.0,-1,0.0,unknown,no
1712,62.0,self-employed,divorced,secondary,Lisboa,no,,yes,no,cellular,20,aug,158,1.0,-1,0.0,unknown,yes
1713,53.0,,married,secondary,Lisboa,no,0.0,no,no,cellular,26,aug,392,2.0,-1,0.0,unknown,no
1714,38.0,technician,married,secondary,,no,2767.0,yes,no,cellular,21,nov,711,2.0,-1,0.0,unknown,no
1715,27.0,administrator,married,secondary,,no,132.0,no,no,cellular,13,oct,123,2.0,-1,0.0,unknown,no
1716,31.0,management,single,secondary,Faro,no,0.0,no,n,cellular,18,aug,87,7.0,-1,0.0,unknown,no
1717,,blue-collar,married,secondary,Porto,no,229.0,no,n,unknown,26,may,435,3.0,-1,0.0,unknown,no
1718,60.0,admin.,married,unknown,,no,4629.0,yes,no,cellular,27,oct,624,1.0,-1,0.0,unknown,yes
1719,28.0,management,single,tertiary,,no,1287.0,yes,no,cellular,26,feb,65,1.0,-1,0.0,unknown,yes
1720,27.0,management,single,tertiary,Porto,no,-69.0,yes,n,cellular,15,feb,205,3.0,-1,0.0,unknown,yes
1721,42.0,technician,divorced,secondary,,no,19.0,no,no,cellular,20,aug,875,4.0,-1,0.0,unknown,yes
1722,50.0,management,married,tertiary,,no,346.0,no,no,cellular,6,feb,178,1.0,-1,0.0,unknown,yes
1723,37.0,services,married,secondary,Lisboa,no,0.0,yes,no,cellular,14,jul,330,4.0,-1,0.0,unknown,no
1724,58.0,unknown,divorced,secondary,Lisboa,no,3111.0,yes,n,cellular,17,nov,111,,188,2.0,failure,no
1725,46.0,technician,single,tertiary,Lisboa,no,3133.0,no,n,cellular,6,aug,411,3.0,-1,0.0,unknown,no
1726,33.0,,married,secondary,,no,6419.0,no,no,cellular,7,aug,419,3.0,-1,0.0,unknown,no
1727,31.0,services,single,secondary,,no,91.0,yes,no,cellular,18,may,111,2.0,-1,0.0,unknown,no
1728,33.0,services,married,secondary,,no,90.0,yes,no,cellular,17,apr,170,2.0,263,2.0,failure,no
1729,36.0,management,single,tertiary,,no,86.0,no,no,cellular,25,aug,48,4.0,-1,0.0,unknown,no
1730,34.0,technician,divorced,secondary,,no,136.0,yes,no,cellular,8,may,136,2.0,-1,,unknown,no
1731,55.0,entrepreneur,married,tertiary,,no,12731.0,yes,no,cellular,16,jul,159,6.0,-1,0.0,unknown,no
1732,49.0,management,married,tertiary,Braga,no,3840.0,yes,no,unknown,15,may,146,4.0,-1,0.0,unknown,no
1733,31.0,blue-collar,married,primary,,no,3283.0,yes,no,unknown,29,may,100,5.0,-1,0.0,unknown,no
1734,86.0,retired,married,primary,,no,1255.0,no,no,telephone,14,jul,247,1.0,180,3.0,success,yes
1735,41.0,management,divorced,tertiary,,no,846.0,no,yes,cellular,23,jul,206,3.0,-1,0.0,unknown,no
1736,35.0,technician,married,secondary,,no,-116.0,no,yes,cellular,6,aug,339,2.0,-1,0.0,unknown,no
1737,31.0,services,married,secondary,,no,3181.0,yes,no,unknown,29,may,128,7.0,-1,0.0,unknown,no
