id,y
42798,1
42799,1
42800,0
42801,0
42802,0
42803,1
42804,0
42805,0
42806,0
42807,0
42808,0
42809,1
42810,0
42811,0
42812,0
42813,1
42814,0
42815,0
42816,0
42817,1
42818,1
42819,1
42820,1
42821,1
42822,0
42823,1
42824,0
42825,1
42826,1
42827,0
42828,0
42829,0
42830,1
42831,0
42832,0
42833,0
42834,0
42835,0
42836,1
42837,0
42838,0
42839,1
42840,1
42841,1
42842,1
42843,1
42844,0
42845,0
42846,1
42847,0
42848,0
42849,0
42850,0
42851,0
42852,0
42853,0
42854,0
42855,1
42856,1
42857,0
42858,0
42859,0
42860,0
42861,0
42862,0
42863,0
42864,0
42865,0
42866,0
42867,0
42868,0
42869,0
42870,0
42871,0
42872,0
42873,0
42874,1
42875,1
42876,0
42877,1
42878,0
42879,0
42880,0
42881,1
42882,1
42883,1
42884,0
42885,0
42886,1
42887,0
42888,1
42889,1
42890,0
42891,0
42892,1
42893,0
42894,1
42895,0
42896,0
42897,0
42898,1
42899,0
42900,0
42901,1
42902,1
42903,0
42904,0
42905,1
42906,1
42907,0
42908,1
42909,0
42910,0
42911,0
42912,0
42913,0
42914,0
42915,0
42916,0
42917,1
42918,0
42919,0
42920,0
42921,1
42922,0
42923,0
42924,1
42925,0
42926,0
42927,0
42928,0
42929,0
42930,1
42931,1
42932,0
42933,1
42934,0
42935,0
42936,0
42937,0
42938,1
42939,1
42940,0
42941,0
42942,0
42943,0
42944,0
42945,0
42946,0
42947,0
42948,0
42949,0
42950,0
42951,0
42952,0
42953,1
42954,0
42955,1
42956,0
42957,0
42958,0
42959,1
42960,0
42961,1
42962,1
42963,0
42964,0
42965,0
42966,1
42967,0
42968,0
42969,1
42970,0
42971,1
42972,0
42973,1
42974,1
42975,0
42976,0
42977,0
42978,1
42979,1
42980,1
42981,0
42982,1
42983,0
42984,0
42985,1
42986,0
42987,0
42988,1
42989,1
42990,0
42991,0
42992,1
42993,0
42994,0
42995,0
42996,0
42997,0
42998,0
42999,0
43000,0
43001,0
43002,0
43003,1
43004,0
43005,1
43006,1
43007,1
43008,0
43009,1
43010,1
43011,0
43012,0
43013,0
43014,1
43015,0
43016,1
43017,0
43018,1
43019,1
43020,1
43021,0
43022,0
43023,0
43024,0
43025,0
43026,1
43027,0
43028,0
43029,1
43030,1
43031,1
43032,0
43033,0
43034,0
43035,0
43036,1
43037,0
43038,0
43039,0
43040,0
43041,0
43042,0
43043,0
43044,0
43045,0
43046,0
43047,0
43048,0
43049,1
43050,1
43051,1
43052,1
43053,0
43054,0
43055,0
43056,0
43057,1
43058,0
43059,1
43060,0
43061,0
43062,0
43063,1
43064,0
43065,0
43066,0
43067,0
43068,0
43069,0
43070,0
43071,1
43072,0
43073,0
43074,1
43075,0
43076,0
43077,0
43078,1
43079,0
43080,0
43081,1
43082,1
43083,0
43084,0
43085,0
43086,0
43087,1
43088,0
43089,0
43090,0
43091,0
43092,1
43093,0
43094,0
43095,0
43096,1
43097,0
43098,0
43099,1
43100,0
43101,1
43102,1
43103,1
43104,1
43105,0
43106,0
43107,1
43108,0
43109,1
43110,1
43111,0
43112,0
43113,1
43114,1
43115,1
43116,0
43117,0
43118,0
43119,0
43120,0
43121,0
43122,0
43123,0
43124,0
43125,0
43126,1
43127,1
43128,1
43129,0
43130,0
43131,0
43132,0
43133,1
43134,0
43135,1
43136,1
43137,0
43138,1
43139,1
43140,1
43141,0
43142,0
43143,1
43144,1
43145,1
43146,1
43147,0
43148,0
43149,0
43150,0
43151,0
43152,0
43153,1
43154,0
43155,0
43156,1
43157,0
43158,0
43159,0
43160,0
43161,1
43162,0
43163,0
43164,1
43165,0
43166,0
43167,0
43168,0
43169,0
43170,0
43171,1
43172,0
43173,0
43174,0
43175,1
43176,0
43177,0
43178,1
43179,0
43180,1
43181,0
43182,0
43183,0
43184,0
43185,0
43186,0
43187,1
43188,1
43189,0
43190,1
43191,1
43192,0
43193,0
43194,0
43195,0
43196,0
43197,1
43198,0
43199,0
43200,1
43201,0
43202,0
43203,0
43204,1
43205,0
43206,0
43207,0
43208,0
43209,0
43210,0
43211,0
43212,1
43213,1
43214,0
43215,0
43216,1
43217,0
43218,0
43219,1
43220,0
43221,0
43222,1
43223,1
43224,0
43225,0
43226,0
43227,0
43228,0
43229,1
43230,0
43231,0
43232,0
43233,0
43234,0
43235,0
43236,0
43237,0
43238,0
43239,1
43240,0
43241,0
43242,1
43243,1
43244,0
43245,1
43246,0
43247,1
43248,1
43249,1
43250,0
43251,0
43252,0
43253,0
43254,0
43255,0
43256,1
43257,0
43258,1
43259,1
43260,0
43261,0
43262,0
43263,0
43264,1
43265,0
43266,0
43267,0
43268,0
43269,1
43270,1
43271,0
43272,0
43273,0
43274,0
43275,0
43276,0
43277,0
43278,0
43279,1
43280,1
43281,0
43282,1
43283,1
43284,0
43285,1
43286,1
43287,1
43288,1
43289,1
43290,0
43291,0
43292,0
43293,0
43294,0
43295,0
43296,1
43297,0
43298,0
43299,1
43300,0
43301,0
43302,0
43303,0
43304,1
43305,0
43306,1
43307,0
43308,0
43309,1
43310,0
43311,0
43312,1
43313,0
43314,1
43315,1
43316,1
43317,0
43318,0
43319,0
43320,1
43321,1
43322,0
43323,1
43324,0
43325,0
43326,0
43327,0
43328,1
43329,0
43330,1
43331,0
43332,0
43333,0
43334,0
43335,1
43336,0
43337,0
43338,0
43339,0
43340,0
43341,0
43342,1
43343,0
43344,0
43345,0
43346,0
43347,1
43348,1
43349,0
43350,0
43351,0
43352,0
43353,0
43354,1
43355,0
43356,1
43357,0
43358,0
43359,1
43360,0
43361,0
43362,0
43363,1
43364,0
43365,1
43366,0
43367,0
43368,1
43369,1
43370,0
43371,0
43372,0
43373,0
43374,1
43375,0
43376,0
43377,0
43378,1
43379,1
43380,0
43381,0
43382,0
43383,0
43384,0
43385,0
43386,0
43387,1
43388,1
43389,0
43390,0
43391,1
43392,0
43393,0
43394,0
43395,0
43396,1
43397,0
43398,0
43399,0
43400,0
43401,0
43402,0
43403,0
43404,1
43405,0
43406,0
43407,1
43408,0
43409,0
43410,0
43411,0
43412,0
43413,1
43414,1
43415,0
43416,0
43417,0
43418,0
43419,0
43420,1
43421,0
43422,0
43423,0
43424,1
43425,0
43426,0
43427,0
43428,0
43429,0
43430,0
43431,0
43432,0
43433,0
43434,1
43435,1
43436,0
43437,1
43438,0
43439,1
43440,0
43441,0
43442,0
43443,1
43444,1
43445,0
43446,1
43447,0
43448,1
43449,1
43450,0
43451,0
43452,1
43453,1
43454,0
43455,1
43456,0
43457,0
43458,0
43459,0
43460,0
43461,1
43462,0
43463,1
43464,0
43465,0
43466,0
43467,0
43468,1
43469,0
43470,0
43471,0
43472,0
43473,0
43474,0
43475,0
43476,0
43477,1
43478,1
43479,0
43480,0
43481,0
43482,0
43483,0
43484,0
43485,0
43486,0
43487,0
43488,1
43489,1
43490,0
43491,1
43492,0
43493,0
43494,0
43495,0
43496,1
43497,0
43498,0
43499,0
43500,0
43501,1
43502,0
43503,1
43504,1
43505,0
43506,1
43507,0
43508,1
43509,0
43510,0
43511,0
43512,0
43513,0
43514,0
43515,1
43516,1
43517,1
43518,0
43519,1
43520,1
43521,0
43522,0
43523,1
43524,0
43525,0
43526,0
43527,0
43528,0
43529,1
43530,1
43531,0
43532,0
43533,0
43534,0
43535,0
43536,0
43537,0
43538,0
43539,0
43540,0
43541,0
43542,1
43543,1
43544,1
43545,0
43546,1
43547,0
43548,0
43549,0
43550,0
43551,1
43552,0
43553,1
43554,1
43555,1
43556,1
43557,0
43558,0
43559,0
43560,0
43561,1
43562,1
43563,0
43564,0
43565,0
43566,0
43567,1
43568,1
43569,1
43570,1
43571,0
43572,1
43573,1
43574,0
43575,0
43576,0
43577,1
43578,0
43579,1
43580,0
43581,0
43582,1
43583,0
43584,0
43585,0
43586,0
43587,0
43588,1
43589,0
43590,0
43591,1
43592,0
43593,0
43594,1
43595,0
43596,0
43597,1
43598,0
43599,1
43600,0
43601,1
43602,0
43603,0
43604,0
43605,1
43606,0
43607,1
43608,1
43609,1
43610,0
43611,1
43612,0
43613,0
43614,0
43615,1
43616,1
43617,0
43618,0
43619,1
43620,0
43621,0
43622,1
43623,0
43624,0
43625,1
43626,0
43627,0
43628,1
43629,0
43630,0
43631,0
43632,0
43633,0
43634,0
43635,0
43636,1
43637,1
43638,0
43639,0
43640,0
43641,0
43642,1
43643,0
43644,0
43645,0
43646,1
43647,0
43648,1
43649,1
43650,0
43651,1
43652,0
43653,1
43654,0
43655,1
43656,0
43657,1
43658,0
43659,0
43660,0
43661,1
43662,0
43663,1
43664,0
43665,0
43666,0
43667,0
43668,0
43669,1
43670,1
43671,1
43672,0
43673,0
43674,1
43675,0
43676,0
43677,1
43678,0
43679,1
43680,0
43681,1
43682,0
43683,0
43684,0
43685,1
43686,0
43687,0
43688,0
43689,0
43690,0
43691,1
43692,0
43693,0
43694,0
43695,1
43696,1
43697,0
43698,0
43699,0
43700,0
43701,0
43702,0
43703,1
43704,0
43705,1
43706,0
43707,0
43708,0
43709,1
43710,0
43711,0
43712,0
43713,0
43714,0
43715,1
43716,0
43717,0
43718,0
43719,0
43720,0
43721,0
43722,0
43723,0
43724,0
43725,0
43726,0
43727,0
43728,0
43729,1
43730,0
43731,0
43732,1
43733,0
43734,1
43735,0
43736,0
43737,1
43738,0
43739,0
43740,0
43741,1
43742,0
43743,0
43744,0
43745,1
43746,1
43747,1
43748,1
43749,1
43750,0
43751,0
43752,0
43753,1
43754,0
43755,0
43756,0
43757,0
43758,1
43759,0
43760,0
43761,0
43762,0
43763,1
43764,0
43765,1
43766,0
43767,1
43768,0
43769,0
43770,0
43771,1
43772,1
43773,0
43774,1
43775,0
43776,1
43777,0
43778,0
43779,0
43780,1
43781,0
43782,0
43783,1
43784,0
43785,1
43786,1
43787,1
43788,0
43789,0
43790,0
43791,0
43792,0
43793,0
43794,0
43795,0
43796,0
43797,0
43798,0
43799,1
43800,1
43801,0
43802,0
43803,0
43804,1
43805,0
43806,1
43807,1
43808,0
43809,0
43810,0
43811,0
43812,1
43813,0
43814,0
43815,0
43816,0
43817,0
43818,0
43819,0
43820,1
43821,1
43822,0
43823,0
43824,1
43825,0
43826,0
43827,0
43828,0
43829,0
43830,0
43831,0
43832,0
43833,0
43834,1
43835,1
43836,1
43837,1
43838,1
43839,0
43840,0
43841,0
43842,1
43843,1
43844,0
43845,0
43846,0
43847,0
43848,0
43849,0
43850,0
43851,1
43852,0
43853,1
43854,1
43855,1
43856,1
43857,0
43858,0
43859,0
43860,1
43861,1
43862,0
43863,0
43864,0
43865,0
43866,1
43867,0
43868,0
43869,0
43870,1
43871,1
43872,0
43873,0
43874,0
43875,1
43876,0
43877,0
43878,1
43879,0
43880,1
43881,0
43882,0
43883,0
43884,0
43885,0
43886,0
43887,0
43888,0
43889,0
43890,1
43891,1
43892,1
43893,1
43894,0
43895,0
43896,0
43897,1
43898,0
43899,1
43900,0
43901,0
43902,0
43903,0
43904,0
43905,0
43906,0
43907,0
43908,0
43909,0
43910,1
43911,0
43912,0
43913,0
43914,1
43915,0
43916,1
43917,1
43918,1
43919,1
43920,1
43921,0
43922,1
43923,1
43924,0
43925,1
43926,1
43927,1
43928,1
43929,0
43930,1
43931,0
43932,0
43933,0
43934,0
43935,1
43936,1
43937,0
43938,0
43939,1
43940,0
43941,1
43942,0
43943,0
43944,0
43945,0
43946,1
43947,0
43948,0
43949,0
43950,0
43951,0
43952,0
43953,0
43954,0
43955,0
43956,0
43957,0
43958,0
43959,1
43960,0
43961,0
43962,0
43963,0
43964,1
43965,1
43966,1
43967,0
43968,0
43969,0
43970,0
43971,0
43972,0
43973,1
43974,0
43975,0
43976,0
43977,0
43978,0
43979,0
43980,0
43981,0
43982,0
43983,1
43984,0
43985,0
43986,1
43987,0
43988,0
43989,0
43990,0
43991,1
43992,0
43993,0
43994,1
43995,0
43996,0
43997,0
43998,0
43999,0
44000,1
44001,1
44002,1
44003,1
44004,1
44005,0
44006,0
44007,1
44008,0
44009,0
44010,1
44011,1
44012,0
44013,0
44014,0
44015,0
44016,0
44017,0
44018,0
44019,0
44020,1
44021,1
44022,0
44023,1
44024,1
44025,0
44026,0
44027,0
44028,1
44029,1
44030,1
44031,0
44032,0
44033,0
44034,0
44035,1
44036,0
44037,0
44038,0
44039,0
44040,0
44041,1
44042,0
44043,0
44044,0
44045,0
44046,1
44047,0
44048,0
44049,1
44050,0
44051,0
44052,0
44053,0
44054,0
44055,1
44056,0
44057,1
44058,0
44059,0
44060,1
44061,0
44062,1
44063,0
44064,1
44065,0
44066,0
44067,1
44068,0
44069,0
44070,0
44071,0
44072,0
44073,1
44074,1
44075,1
44076,0
44077,0
44078,0
44079,0
44080,1
44081,0
44082,0
44083,0
44084,0
44085,1
44086,1
44087,0
44088,0
44089,0
44090,0
44091,0
44092,0
44093,0
44094,0
44095,0
44096,0
44097,0
44098,0
44099,1
44100,0
44101,0
44102,1
44103,0
44104,0
44105,1
44106,0
44107,0
44108,0
44109,0
44110,0
44111,0
44112,0
44113,1
44114,1
44115,0
44116,1
44117,0
44118,0
44119,0
44120,1
44121,1
44122,0
44123,0
44124,0
44125,0
44126,0
44127,0
44128,0
44129,0
44130,1
44131,1
44132,0
44133,0
44134,0
44135,1
44136,0
44137,0
44138,0
44139,0
44140,0
44141,1
44142,1
44143,1
44144,1
44145,1
44146,1
44147,0
44148,0
44149,1
44150,0
44151,0
44152,0
44153,1
44154,0
44155,1
44156,0
44157,0
44158,0
44159,1
44160,1
44161,0
44162,1
44163,0
44164,0
44165,0
44166,0
44167,0
44168,0
44169,0
44170,1
44171,0
44172,0
44173,0
44174,0
44175,1
44176,1
44177,1
44178,0
44179,1
44180,0
44181,0
44182,0
44183,1
44184,1
44185,0
44186,1
44187,1
44188,0
44189,0
44190,0
44191,0
44192,0
44193,0
44194,0
44195,1
44196,0
44197,0
44198,0
44199,0
44200,0
44201,0
44202,0
44203,0
44204,0
44205,0
44206,0
44207,0
44208,0
44209,1
44210,1
44211,1
44212,1
44213,0
44214,0
44215,0
44216,1
44217,0
44218,0
44219,1
44220,1
44221,1
44222,1
44223,0
44224,0
44225,0
44226,1
44227,0
44228,1
44229,1
44230,0
44231,1
44232,0
44233,0
44234,1
44235,1
44236,0
44237,0
44238,0
44239,1
44240,0
44241,1
44242,1
44243,0
44244,1
44245,0
44246,0
44247,0
44248,0
44249,0
44250,0
44251,0
44252,0
44253,0
44254,1
44255,1
44256,0
44257,0
44258,0
44259,0
44260,1
44261,0
44262,0
44263,0
44264,1
44265,1
44266,1
44267,0
44268,0
44269,0
44270,1
44271,0
44272,0
44273,1
44274,1
44275,0
44276,1
44277,1
44278,1
44279,0
44280,0
44281,0
44282,0
44283,0
44284,0
44285,1
44286,1
44287,0
44288,0
44289,0
44290,0
44291,0
44292,0
44293,0
44294,0
44295,0
44296,1
44297,0
44298,0
44299,0
44300,0
44301,0
44302,0
44303,0
44304,1
44305,0
44306,0
44307,0
44308,0
44309,1
44310,0
44311,0
44312,1
44313,0
44314,1
44315,1
44316,1
44317,0
44318,0
44319,1
44320,0
44321,0
44322,0
44323,0
44324,0
44325,1
44326,1
44327,1
44328,0
44329,1
44330,1
44331,1
44332,0
44333,1
44334,0
44335,0
44336,0
44337,0
44338,0
44339,0
44340,0
44341,0
44342,0
44343,0
44344,0
44345,0
44346,0
44347,0
44348,0
44349,1
44350,0
44351,0
44352,0
44353,0
44354,0
44355,0
44356,0
44357,0
44358,0
44359,0
44360,0
44361,1
44362,0
44363,0
44364,1
44365,1
44366,0
44367,1
44368,0
44369,0
44370,0
44371,1
44372,0
44373,0
44374,1
44375,0
44376,0
44377,0
44378,1
44379,0
44380,1
44381,1
44382,0
44383,0
44384,1
44385,0
44386,0
44387,0
44388,0
44389,0
44390,1
44391,0
44392,0
44393,1
44394,0
44395,0
44396,1
44397,0
44398,0
44399,1
44400,1
44401,0
44402,0
44403,1
44404,0
44405,1
44406,1
44407,1
44408,0
44409,1
44410,0
44411,1
44412,1
44413,1
44414,0
44415,0
44416,0
44417,0
44418,0
44419,1
44420,0
44421,0
44422,0
44423,1
44424,0
44425,0
44426,0
44427,0
44428,0
44429,0
44430,1
44431,1
44432,1
44433,0
44434,1
44435,1
44436,1
44437,1
44438,1
44439,1
44440,0
44441,1
44442,1
44443,0
44444,0
44445,0
44446,0
44447,0
44448,0
44449,0
44450,0
44451,0
44452,0
44453,1
44454,0
44455,0
44456,1
44457,0
44458,0
44459,1
44460,0
44461,0
44462,0
44463,1
44464,0
44465,0
44466,0
44467,0
44468,0
44469,0
44470,0
44471,0
44472,0
44473,1
44474,0
44475,0
44476,0
44477,0
44478,0
44479,0
44480,1
44481,0
44482,0
44483,0
44484,0
44485,0
44486,1
44487,0
44488,1
44489,1
44490,1
44491,1
44492,0
44493,0
44494,1
44495,0
44496,0
44497,0
44498,0
44499,1
44500,0
44501,0
44502,1
44503,1
44504,1
44505,1
44506,0
44507,0
44508,1
44509,0
44510,1
44511,1
44512,0
44513,0
44514,0
44515,0
44516,1
44517,1
44518,1
44519,0
44520,1
44521,1
44522,0
44523,0
44524,0
44525,0
44526,0
44527,0
44528,1
44529,0
44530,0
44531,1
44532,0
44533,1
44534,0
44535,0
44536,0
44537,0
44538,0
44539,0
44540,0
44541,1
44542,0
44543,0
44544,0
44545,0
44546,0
44547,1
44548,0
44549,1
44550,0
44551,1
44552,0
44553,0
44554,1
44555,0
44556,0
44557,0
44558,1
44559,0
44560,1
44561,0
44562,0
44563,1
44564,0
44565,1
44566,1
44567,0
44568,0
44569,0
44570,0
44571,1
44572,1
44573,0
44574,1
44575,0
44576,0
44577,1
44578,0
44579,1
44580,0
44581,1
44582,0
44583,0
44584,1
44585,1
44586,0
44587,0
44588,0
44589,0
44590,1
44591,0
44592,1
44593,1
44594,0
44595,0
44596,0
44597,0
44598,0
44599,0
44600,1
44601,1
44602,0
44603,1
44604,0
44605,1
44606,1
44607,0
44608,0
44609,0
44610,1
44611,0
44612,0
44613,0
44614,1
44615,0
44616,0
44617,0
44618,0
44619,0
44620,0
44621,1
44622,0
44623,0
44624,1
44625,0
44626,1
44627,1
44628,0
44629,0
44630,0
44631,0
44632,0
44633,0
44634,0
44635,0
44636,1
44637,0
44638,0
44639,0
44640,1
44641,1
44642,1
44643,1
44644,0
44645,0
44646,0
44647,0
44648,0
44649,0
44650,0
44651,0
44652,1
44653,0
44654,0
44655,0
44656,1
44657,0
44658,1
44659,0
44660,1
44661,1
44662,0
44663,1
44664,1
44665,1
44666,0
44667,0
44668,0
44669,0
44670,0
44671,0
44672,0
44673,0
44674,0
44675,0
44676,0
44677,0
44678,0
44679,0
44680,1
44681,0
44682,0
44683,0
44684,0
44685,1
44686,1
44687,1
44688,0
44689,0
44690,1
44691,1
44692,0
44693,0
44694,1
44695,1
44696,1
44697,0
44698,1
44699,0
44700,0
44701,0
44702,0
44703,0
44704,0
44705,1
44706,0
44707,1
44708,1
44709,0
44710,0
44711,0
44712,1
44713,0
44714,0
44715,0
44716,1
44717,0
44718,0
44719,0
44720,1
44721,1
44722,0
44723,1
44724,1
44725,0
44726,1
44727,1
44728,1
44729,1
44730,0
44731,1
44732,0
44733,0
44734,0
44735,1
44736,1
44737,0
44738,0
44739,1
44740,0
44741,1
44742,0
44743,0
44744,0
44745,0
44746,1
44747,1
44748,0
44749,0
44750,1
44751,0
44752,1
44753,1
44754,1
44755,0
44756,1
44757,0
44758,1
44759,0
44760,0
44761,1
44762,1
44763,0
44764,1
44765,0
44766,1
44767,0
44768,1
44769,0
44770,0
44771,0
44772,0
44773,1
44774,0
44775,1
44776,0
44777,0
44778,1
44779,0
44780,0
44781,0
44782,0
44783,1
44784,0
44785,0
44786,1
44787,1
44788,0
44789,0
44790,1
44791,1
44792,0
44793,1
44794,1
44795,1
44796,0
44797,0
44798,0
44799,0
44800,0
44801,0
44802,0
44803,0
44804,0
44805,1
44806,1
44807,0
44808,0
44809,0
44810,0
44811,0
44812,1
44813,1
44814,1
44815,0
44816,1
44817,1
44818,1
44819,0
44820,1
44821,0
44822,0
44823,0
44824,1
44825,0
44826,0
44827,0
44828,1
44829,0
44830,1
44831,0
44832,0
44833,1
44834,0
44835,0
44836,0
44837,0
44838,1
44839,0
44840,1
44841,0
44842,0
44843,0
44844,0
44845,0
44846,0
44847,1
44848,1
44849,0
44850,1
44851,1
44852,1
44853,0
44854,0
44855,1
44856,0
44857,0
44858,1
44859,0
44860,0
44861,0
44862,0
44863,1
44864,1
44865,0
44866,0
44867,0
44868,1
44869,0
44870,1
44871,1
44872,0
44873,1
44874,1
44875,0
44876,0
44877,1
44878,1
44879,1
44880,0
44881,0
44882,0
44883,0
44884,1
44885,1
44886,1
44887,0
44888,0
44889,0
44890,0
44891,0
44892,0
44893,1
44894,0
44895,1
44896,0
44897,0
44898,0
44899,0
44900,0
44901,1
44902,0
44903,0
44904,0
44905,0
44906,1
44907,0
44908,0
44909,0
44910,1
44911,0
44912,0
44913,1
44914,0
44915,1
44916,0
44917,0
44918,0
44919,1
44920,1
44921,0
44922,0
44923,0
44924,0
44925,1
44926,0
44927,0
44928,0
44929,0
44930,1
44931,0
44932,0
44933,0
44934,0
44935,1
44936,0
44937,0
44938,1
44939,0
44940,0
44941,0
44942,1
44943,1
44944,1
44945,1
44946,1
44947,0
44948,0
44949,0
44950,0
44951,0
44952,0
44953,1
44954,0
44955,1
44956,0
44957,0
44958,0
44959,0
44960,0
44961,1
44962,1
44963,0
44964,0
44965,0
44966,0
44967,1
44968,0
44969,1
44970,0
44971,1
44972,0
44973,0
44974,0
44975,1
44976,0
44977,0
44978,0
44979,1
44980,0
44981,0
44982,0
44983,0
44984,0
44985,1
44986,1
44987,1
44988,1
44989,0
44990,0
44991,0
44992,0
44993,1
44994,1
44995,1
44996,0
44997,0
44998,0
44999,1
45000,0
45001,0
45002,1
45003,0
45004,1
45005,0
45006,0
45007,0
45008,1
45009,0
45010,0
45011,0
45012,0
45013,1
45014,0
45015,0
45016,0
45017,0
45018,0
45019,1
45020,0
45021,0
45022,1
45023,0
45024,0
45025,1
45026,0
45027,1
45028,1
45029,1
45030,0
45031,0
45032,1
45033,0
45034,0
45035,1
45036,0
45037,0
45038,1
45039,1
45040,1
45041,0
45042,0
45043,1
45044,0
45045,1
45046,0
45047,0
45048,0
45049,0
45050,0
45051,0
45052,0
45053,0
45054,0
45055,0
45056,1
45057,0
45058,0
45059,1
45060,0
45061,0
45062,0
45063,1
45064,1
45065,1
45066,0
45067,1
45068,1
45069,0
45070,0
45071,0
45072,0
45073,0
45074,0
45075,0
45076,0
45077,0
45078,0
45079,0
45080,1
45081,0
45082,1
45083,0
45084,0
45085,0
45086,0
45087,0
45088,0
45089,0
45090,1
45091,0
45092,1
45093,0
45094,0
45095,1
45096,0
45097,0
45098,0
45099,1
45100,1
45101,0
45102,0
45103,0
45104,0
45105,0
45106,0
45107,0
45108,0
45109,0
45110,0
45111,1
45112,1
45113,0
45114,1
45115,1
45116,0
45117,1
45118,1
45119,0
45120,0
45121,0
45122,1
45123,0
45124,0
45125,0
45126,0
45127,0
45128,0
45129,0
45130,1
45131,1
45132,1
45133,0
45134,0
45135,1
45136,0
45137,0
45138,0
45139,0
45140,0
45141,0
45142,0
45143,0
45144,0
45145,0
45146,0
45147,0
45148,0
45149,0
45150,0
45151,0
45152,1
45153,0
45154,1
45155,0
45156,0
45157,0
45158,0
45159,0
45160,1
45161,0
45162,0
45163,1
45164,1
45165,0
45166,1
45167,0
45168,0
45169,0
45170,0
45171,0
45172,0
45173,0
45174,0
45175,0
45176,1
45177,1
45178,0
45179,0
45180,1
45181,1
45182,1
45183,0
45184,0
45185,0
45186,0
45187,0
45188,1
45189,0
45190,0
45191,0
45192,1
45193,0
45194,1
45195,0
45196,1
45197,0
45198,0
45199,0
45200,0
45201,0
45202,0
45203,1
45204,0
45205,1
45206,1
45207,0
45208,1
45209,0
45210,0
